"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.014629179×10^1,-1.498765351×10^-1,3.009505178×10^0,-3.854624160×10^-1,3.037789602×10^0
1.015624179×10^1,-1.516899577×10^-1,3.034188030×10^0,-3.075600350×10^-1,3.053506184×10^0
1.016619079×10^1,-1.552425889×10^-1,3.083857788×10^0,-3.487221674×10^-1,3.107392197×10^0
1.017614079×10^1,-1.509370282×10^-1,3.085034832×10^0,-2.671687118×10^-1,3.100258219×10^0
1.018608979×10^1,-1.607353171×10^-1,3.091206568×10^0,-2.648823043×10^-1,3.106695435×10^0
1.019603879×10^1,-1.645036283×10^-1,3.088273605×10^0,-2.629011945×10^-1,3.103806106×10^0
1.020598879×10^1,-1.503163097×10^-1,3.057600866×10^0,-1.792148209×10^-1,3.066534852×10^0
1.021593779×10^1,-1.746531521×10^-1,3.061421437×10^0,-2.427073237×10^-1,3.075989561×10^0
1.022588779×10^1,-1.777128539×10^-1,3.008764336×10^0,-1.665708017×10^-1,3.018607381×10^0
1.023583679×10^1,-1.912803676×10^-1,2.943488944×10^0,-1.565744019×10^-1,2.953850180×10^0
1.024578679×10^1,-1.692357434×10^-1,2.890272265×10^0,-1.833300181×10^-1,2.901021268×10^0
1.025573579×10^1,-1.852901693×10^-1,2.822631674×10^0,-1.885832298×10^-1,2.834986005×10^0
1.026568479×10^1,-1.709709046×10^-1,2.748361511×10^0,-1.772793194×10^-1,2.759374929×10^0
1.027563479×10^1,-1.714112182×10^-1,2.669221786×10^0,-2.152653173×10^-1,2.683368388×10^0
1.028558379×10^1,-1.675363415×10^-1,2.570384545×10^0,-2.288856753×10^-1,2.585987972×10^0
1.029553421×10^1,-1.486947671×10^-1,2.463823718×10^0,-2.428559160×10^-1,2.480225079×10^0
1.030548321×10^1,-1.698181260×10^-1,2.350529822×10^0,-2.853885627×10^-1,2.373873474×10^0
1.031543321×10^1,-1.487853533×10^-1,2.212872916×10^0,-2.473325443×10^-1,2.231617578×10^0
1.032538221×10^1,-1.444550881×10^-1,2.086722747×10^0,-3.278313084×10^-1,2.117251157×10^0
1.033533121×10^1,-1.269896011×10^-1,1.934058378×10^0,-3.071437863×10^-1,1.962408081×10^0
1.034528121×10^1,-1.232137434×10^-1,1.787053530×10^0,-3.382018570×10^-1,1.822943345×10^0
1.035523021×10^1,-1.143435720×10^-1,1.628013942×10^0,-3.766320240×10^-1,1.674919559×10^0
1.036518021×10^1,-9.727866501×10^-2,1.468327652×10^0,-3.424035931×10^-1,1.510857191×10^0
1.037512921×10^1,-1.127682042×10^-1,1.303033882×10^0,-3.696059366×10^-1,1.359125643×10^0
1.038507921×10^1,-8.004655503×10^-2,1.129593186×10^0,-3.202028847×10^-1,1.176825435×10^0
1.039502821×10^1,-8.925074855×10^-2,9.619307095×10^-1,-3.359388383×10^-1,1.022805597×10^0
1.040497721×10^1,-6.922880407×10^-2,7.840443760×10^-1,-3.117372128×10^-1,8.465803569×10^-1
1.041492721×10^1,-6.530683899×10^-2,6.038635951×10^-1,-3.006860483×10^-1,6.777376516×10^-1
1.042487621×10^1,-4.889704853×10^-2,4.100406754×10^-1,-2.354791418×10^-1,4.753679660×10^-1
1.043482621×10^1,-5.652287755×10^-2,2.182870853×10^-1,-2.319824338×10^-1,3.235118806×10^-1
1.044477521×10^1,-4.538066095×10^-2,2.548742831×10^-2,-1.981456932×10^-1,2.048675892×10^-1
1.045472521×10^1,-2.933177160×10^-2,-1.539712214×10^-1,-1.401144898×10^-1,2.102369142×10^-1
1.046467421×10^1,-4.063754579×10^-2,-3.325194597×10^-1,-1.397999827×10^-1,3.629939895×10^-1
1.047462421×10^1,-2.255746163×10^-2,-5.300226170×10^-1,-5.064741254×10^-2,5.329146029×10^-1
1.048457321×10^1,-1.835861262×10^-2,-7.056232738×10^-1,-3.967226185×10^-2,7.069760474×10^-1
1.049452221×10^1,1.276922263×10^-3,-8.916424996×10^-1,9.276022911×10^-3,8.916916632×10^-1
1.050447221×10^1,-7.021957822×10^-4,-1.076988711×10^0,1.061035752×10^-2,1.077041204×10^0
1.051442121×10^1,-3.030867688×10^-3,-1.237411165×10^0,3.789470829×10^-2,1.237994987×10^0
1.052437121×10^1,3.055809718×10^-2,-1.419463640×10^0,6.570984006×10^-2,1.421312283×10^0
1.053432021×10^1,2.225309579×10^-2,-1.570299000×10^0,7.767444927×10^-2,1.572376376×10^0
1.054427021×10^1,2.406721272×10^-2,-1.731817222×10^0,1.150228449×10^-1,1.735799636×10^0
1.055421921×10^1,3.589132430×10^-2,-1.887425664×10^0,1.040722525×10^-1,1.890633454×10^0
1.056416821×10^1,5.655735785×10^-2,-2.030224611×10^0,1.385029241×10^-1,2.035729295×10^0
1.057411821×10^1,4.405805731×10^-2,-2.161574709×10^0,9.915817939×10^-2,2.164296347×10^0
1.058406721×10^1,5.658259224×10^-2,-2.291508027×10^0,1.212746879×10^-1,2.295412420×10^0
1.059401721×10^1,6.888295954×10^-2,-2.390981444×10^0,1.233235522×10^-1,2.395150481×10^0
1.060396621×10^1,8.850347439×10^-2,-2.511054602×10^0,1.103872454×10^-1,2.515037460×10^0
1.061391621×10^1,9.734707743×10^-2,-2.615650181×10^0,1.134886086×10^-1,2.619920225×10^0
1.062386521×10^1,9.361293588×10^-2,-2.700151802×10^0,1.170787259×10^-1,2.704309628×10^0
1.063381421×10^1,8.893306201×10^-2,-2.785956768×10^0,1.201649594×10^-1,2.789964842×10^0
1.064376421×10^1,9.670624087×10^-2,-2.835517184×10^0,9.925648570×10^-2,2.838901486×10^0
1.065371321×10^1,1.113186155×10^-1,-2.904821892×10^0,1.082108387×10^-1,2.908967453×10^0
1.066366321×10^1,1.156270815×10^-1,-2.953009965×10^0,9.635502420×10^-2,2.956843210×10^0
1.067361221×10^1,1.176520820×10^-1,-3.005238465×10^0,1.134908744×10^-1,3.009681116×10^0
1.068356221×10^1,1.140845130×10^-1,-3.021844558×10^0,1.069654548×10^-1,3.025888533×10^0
1.069351121×10^1,1.493505689×10^-1,-3.040418823×10^0,9.277777076×10^-2,3.045498305×10^0
1.070346021×10^1,1.370555189×10^-1,-3.031173790×10^0,1.076823235×10^-1,3.036180865×10^0
1.071341021×10^1,1.310202057×10^-1,-3.022259710×10^0,8.999910079×10^-2,3.026436830×10^0
1.072335921×10^1,1.416844672×10^-1,-3.016972657×10^0,1.139224720×10^-1,3.022445505×10^0
1.073330921×10^1,1.379766747×10^-1,-2.982982793×10^0,9.525340877×10^-2,2.987690934×10^0
1.074325821×10^1,1.485274271×10^-1,-2.948290093×10^0,1.079863787×10^-1,2.954003373×10^0
1.075320821×10^1,1.429630340×10^-1,-2.892071453×10^0,1.107837597×10^-1,2.897721305×10^0
1.076315721×10^1,1.367188289×10^-1,-2.833937851×10^0,1.307379679×10^-1,2.840244390×10^0
1.077310721×10^1,1.420731609×10^-1,-2.749041542×10^0,1.388117301×10^-1,2.756208061×10^0
1.078305621×10^1,1.487942063×10^-1,-2.668815989×10^0,1.339958902×10^-1,2.676317133×10^0
1.079300521×10^1,1.551687678×10^-1,-2.592048479×10^0,1.558820184×10^-1,2.601363464×10^0
1.080295521×10^1,1.432925246×10^-1,-2.482221397×10^0,1.490127826×10^-1,2.490815252×10^0
1.081290421×10^1,1.493327715×10^-1,-2.366866942×10^0,1.585180163×10^-1,2.376865028×10^0
1.082285421×10^1,1.448958677×10^-1,-2.248961931×10^0,1.625830738×10^-1,2.259481763×10^0
1.083280321×10^1,1.326662334×10^-1,-2.119672392×10^0,1.798277552×10^-1,2.131419574×10^0
1.084275321×10^1,1.277730641×10^-1,-1.980185893×10^0,1.904286841×10^-1,1.993420480×10^0
1.085270221×10^1,1.359224382×10^-1,-1.839932240×10^0,1.858818892×10^-1,1.854286287×10^0
1.086265121×10^1,1.382302245×10^-1,-1.689911397×10^0,1.830155110×10^-1,1.705404000×10^0
1.087260121×10^1,1.223574095×10^-1,-1.538671410×10^0,1.690945331×10^-1,1.552763345×10^0
1.088255021×10^1,1.201028693×10^-1,-1.360914300×10^0,1.641383600×10^-1,1.376028282×10^0
1.089250021×10^1,1.401913807×10^-1,-1.212304391×10^0,1.575872127×10^-1,1.230515863×10^0
1.090244921×10^1,1.321652001×10^-1,-1.015909281×10^0,1.542612433×10^-1,1.036019227×10^0
1.091239921×10^1,1.196937835×10^-1,-8.507763094×10^-1,1.510920525×10^-1,8.723392337×10^-1
1.092234821×10^1,1.091247950×10^-1,-6.567259330×10^-1,1.242030466×10^-1,6.772175195×10^-1
1.093229721×10^1,1.048356065×10^-1,-4.842050046×10^-1,9.173937835×10^-2,5.038463103×10^-1
1.094224721×10^1,1.151431148×10^-1,-2.938717031×10^-1,6.022990264×10^-2,3.213193987×10^-1
1.095219621×10^1,1.010993088×10^-1,-1.141703939×10^-1,4.529260553×10^-2,1.590829004×10^-1
1.096214621×10^1,9.607304223×10^-2,8.526000559×10^-2,1.521094680×10^-2,1.293470947×10^-1
1.097209521×10^1,1.022022399×10^-1,2.678942782×10^-1,-1.971915007×10^-2,2.874047442×10^-1
1.098204521×10^1,9.527120624×10^-2,4.377646637×10^-1,-5.106139541×10^-2,4.509121529×10^-1
1.099199421×10^1,8.995890118×10^-2,6.384147924×10^-1,-6.512745738×10^-2,6.480028062×10^-1
1.100194421×10^1,7.935435433×10^-2,8.174249607×10^-1,-8.998521365×10^-2,8.261827998×10^-1
1.101189321×10^1,7.381846637×10^-2,1.008180431×10^0,-1.190985004×10^-1,1.017871014×10^0
1.102184221×10^1,6.996065620×10^-2,1.186427538×10^0,-1.484211174×10^-1,1.197720178×10^0
1.103179221×10^1,6.954718497×10^-2,1.340318652×10^0,-1.582736027×10^-1,1.351422004×10^0
1.104174121×10^1,5.912229382×10^-2,1.512975236×10^0,-1.670643067×10^-1,1.523318743×10^0
1.105169121×10^1,5.743555482×10^-2,1.673864298×10^0,-1.756865378×10^-1,1.684038685×10^0
1.106164021×10^1,4.112226170×10^-2,1.837817886×10^0,-1.717057534×10^-1,1.846279635×10^0
1.107158921×10^1,2.905613020×10^-2,1.976695690×10^0,-1.686383772×10^-1,1.984088963×10^0
1.108153921×10^1,1.740829390×10^-2,2.125235433×10^0,-1.683950599×10^-1,2.131967540×10^0
1.109148821×10^1,2.525602475×10^-2,2.260997840×10^0,-1.531328038×10^-1,2.266318326×10^0
1.110143821×10^1,6.643240973×10^-3,2.371433617×10^0,-1.444555358×10^-1,2.375838575×10^0
1.111138721×10^1,-6.245118678×10^-3,2.493089032×10^0,-1.031951702×10^-1,2.495231686×10^0
1.112133721×10^1,-4.889149368×10^-3,2.602776366×10^0,-1.018153004×10^-1,2.604771596×10^0
1.113128621×10^1,-1.381761013×10^-2,2.693326347×10^0,-8.350408673×10^-2,2.694655947×10^0
1.114123621×10^1,-2.882659044×10^-2,2.768641993×10^0,-8.183529139×10^-2,2.770001169×10^0
1.115118521×10^1,-3.412493527×10^-2,2.849980856×10^0,-5.709345616×10^-2,2.850756927×10^0
1.116113421×10^1,-3.098631436×10^-2,2.918078699×10^0,-5.072459579×10^-2,2.918684024×10^0
1.117108421×10^1,-3.245606683×10^-2,2.976512849×10^0,-5.970825791×10^-2,2.977288567×10^0
1.118103321×10^1,-4.235902090×10^-2,3.016900737×10^0,-4.309405245×10^-2,3.017505831×10^0
1.119098321×10^1,-5.324856469×10^-2,3.065594594×10^0,-7.110682011×10^-2,3.066881447×10^0
1.120093221×10^1,-6.136735054×10^-2,3.088003464×10^0,-8.527228475×10^-2,3.089790075×10^0
1.121088221×10^1,-5.548852338×10^-2,3.100887803×10^0,-1.066193727×10^-1,3.103216370×10^0
1.122083121×10^1,-5.482005872×10^-2,3.089259446×10^0,-1.174179375×10^-1,3.091976089×10^0
1.123078021×10^1,-6.328790506×10^-2,3.092012900×10^0,-1.305051756×10^-1,3.095412853×10^0
1.124073021×10^1,-6.424765242×10^-2,3.067672110×10^0,-1.575637507×10^-1,3.072387715×10^0
1.125067921×10^1,-6.776837060×10^-2,3.054998270×10^0,-1.692323812×10^-1,3.060432418×10^0
1.126062921×10^1,-5.819278752×10^-2,3.001582201×10^0,-1.935415956×10^-1,3.008378377×10^0
1.127057821×10^1,-7.764609028×10^-2,2.948409376×10^0,-2.192846203×10^-1,2.957572063×10^0
1.128052821×10^1,-7.325276652×10^-2,2.874948467×10^0,-2.472997268×10^-1,2.886494727×10^0
1.129047717×10^1,-6.828447875×10^-2,2.806197490×10^0,-2.386587115×10^-1,2.817155499×10^0
1.130042617×10^1,-7.642827971×10^-2,2.724923531×10^0,-2.475980079×10^-1,2.737216526×10^0
1.131037617×10^1,-8.680580841×10^-2,2.610618067×10^0,-2.422362573×10^-1,2.623269018×10^0
1.132032517×10^1,-1.048597263×10^-1,2.509843059×10^0,-2.347740407×10^-1,2.522979705×10^0
1.133027517×10^1,-1.043039667×10^-1,2.402526771×10^0,-2.266765972×10^-1,2.415449541×10^0
1.134022417×10^1,-1.085641201×10^-1,2.249928476×10^0,-2.116623361×10^-1,2.262468842×10^0
1.135017417×10^1,-1.181466102×10^-1,2.133619756×10^0,-1.844457400×10^-1,2.144833820×10^0
1.136012317×10^1,-1.137821571×10^-1,2.000190387×10^0,-1.664315649×10^-1,2.010325205×10^0
1.137007217×10^1,-1.218298445×10^-1,1.849198907×10^0,-1.262600239×10^-1,1.857503890×10^0
1.138002217×10^1,-1.324671723×10^-1,1.692339161×10^0,-9.487217031×10^-2,1.700164732×10^0
1.138997117×10^1,-1.381189904×10^-1,1.537278603×10^0,-6.726161800×10^-2,1.544935754×10^0
1.139992117×10^1,-1.375050784×10^-1,1.350327331×10^0,-4.248813473×10^-2,1.357975254×10^0
1.140987017×10^1,-1.402963108×10^-1,1.169843665×10^0,-9.631460533×10^-3,1.178265683×10^0
1.141982017×10^1,-1.400297326×10^-1,1.005719923×10^0,9.284282103×10^-3,1.015463976×10^0
1.142976917×10^1,-1.520866913×10^-1,8.431299055×10^-1,3.275610209×10^-2,8.573630278×10^-1
1.143971817×10^1,-1.510653289×10^-1,6.481153232×10^-1,6.087426580×10^-2,6.682663256×10^-1
1.144966817×10^1,-1.385509078×10^-1,4.660236722×10^-1,7.618695416×10^-2,4.921167230×10^-1
1.145961717×10^1,-1.385019739×10^-1,2.805529153×10^-1,8.287258744×10^-2,3.236674232×10^-1
1.146956717×10^1,-1.402320097×10^-1,9.291576505×10^-2,1.005990795×10^-1,1.960064558×10^-1
1.147951617×10^1,-1.408620106×10^-1,-8.704574525×10^-2,1.033320681×10^-1,1.951834627×10^-1
1.148946617×10^1,-1.378765320×10^-1,-2.662056023×10^-1,1.141049782×10^-1,3.207729833×10^-1
1.149941517×10^1,-1.435091182×10^-1,-4.558103406×10^-1,9.676447548×10^-2,4.875667107×10^-1
1.150936417×10^1,-1.370973631×10^-1,-6.373096687×10^-1,9.921913661×10^-2,6.593964951×10^-1
1.151931417×10^1,-1.429547017×10^-1,-8.234388220×10^-1,9.784043625×10^-2,8.414631848×10^-1
1.152926317×10^1,-1.256670615×10^-1,-9.906919938×10^-1,7.216173090×10^-2,1.001234314×10^0
1.153921317×10^1,-1.315237880×10^-1,-1.159147938×10^0,8.483264722×10^-2,1.169666203×10^0
1.154916217×10^1,-1.355448908×10^-1,-1.343497199×10^0,8.230898894×10^-2,1.352823680×10^0
1.155911217×10^1,-1.344452488×10^-1,-1.513499731×10^0,7.106347762×10^-2,1.521120304×10^0
1.156906117×10^1,-1.392264805×10^-1,-1.653752800×10^0,7.110557757×10^-2,1.661125624×10^0
1.157901017×10^1,-1.170691328×10^-1,-1.796589169×10^0,6.824402332×10^-2,1.801692280×10^0
1.158896017×10^1,-1.202085303×10^-1,-1.956239206×10^0,6.412641406×10^-2,1.960977848×10^0
1.159890917×10^1,-1.275722305×10^-1,-2.110548397×10^0,6.265057683×10^-2,2.115328415×10^0
1.160885917×10^1,-1.118157750×10^-1,-2.222246588×10^0,8.147276402×10^-2,2.226549006×10^0
1.161880817×10^1,-1.251929345×10^-1,-2.335199007×10^0,7.780180894×10^-2,2.339846318×10^0
1.162875817×10^1,-1.056903415×10^-1,-2.447148044×10^0,7.441868305×10^-2,2.450559556×10^0
1.163870717×10^1,-1.087378829×10^-1,-2.557200243×10^0,7.900399648×10^-2,2.560730100×10^0
1.164865617×10^1,-1.136163337×10^-1,-2.652764212×10^0,1.054065871×10^-1,2.657287562×10^0
1.165860617×10^1,-1.104320588×10^-1,-2.742075754×10^0,1.007217249×10^-1,2.746146308×10^0
1.166855517×10^1,-1.176548685×10^-1,-2.821228343×10^0,1.154263759×10^-1,2.826038796×10^0
1.167850517×10^1,-1.232223223×10^-1,-2.880477594×10^0,1.305275412×10^-1,2.886065202×10^0
1.168845417×10^1,-1.109288346×10^-1,-2.930894042×10^0,1.443105979×10^-1,2.936540590×10^0
1.169840417×10^1,-1.195343829×10^-1,-2.964395079×10^0,1.425633037×10^-1,2.970227424×10^0
1.170835317×10^1,-1.061854637×10^-1,-3.007447543×10^0,1.663486075×10^-1,3.013915715×10^0
1.171830217×10^1,-1.008261890×10^-1,-3.025023104×10^0,1.785891688×10^-1,3.031967149×10^0
1.172825217×10^1,-1.081352451×10^-1,-3.032523912×10^0,1.812953333×10^-1,3.039862251×10^0
1.173820117×10^1,-9.574818372×10^-2,-3.046112257×10^0,1.881716589×10^-1,3.053420405×10^0
1.174815117×10^1,-9.443777701×10^-2,-3.024317345×10^0,2.078720979×10^-1,3.032923459×10^0
1.175810017×10^1,-9.791084038×10^-2,-2.988689675×10^0,2.126329739×10^-1,2.997843440×10^0
1.176805017×10^1,-1.028217158×10^-1,-2.976794685×10^0,2.181374697×10^-1,2.986546978×10^0
1.177799917×10^1,-9.973931040×10^-2,-2.917973449×10^0,2.122154097×10^-1,2.927379777×10^0
1.178794817×10^1,-8.616278828×10^-2,-2.852933115×10^0,2.104202414×10^-1,2.861979746×10^0
1.179789817×10^1,-7.096533576×10^-2,-2.790507656×10^0,2.010448889×10^-1,2.798640403×10^0
1.180784717×10^1,-8.415190341×10^-2,-2.721571323×10^0,1.936130047×10^-1,2.729746875×10^0
1.181779717×10^1,-7.306749201×10^-2,-2.622317761×10^0,1.979213063×10^-1,2.630791162×10^0
1.182774617×10^1,-7.947678041×10^-2,-2.524787373×10^0,1.810906807×10^-1,2.532520814×10^0
1.183769617×10^1,-8.151929506×10^-2,-2.421637811×10^0,1.764561045×10^-1,2.429426237×10^0
1.184764517×10^1,-7.905835731×10^-2,-2.293124782×10^0,1.565522555×10^-1,2.299821753×10^0
1.185759417×10^1,-6.770639925×10^-2,-2.155419930×10^0,1.368272582×10^-1,2.160819504×10^0
1.186754417×10^1,-7.446112105×10^-2,-2.035324552×10^0,9.440687813×10^-2,2.038873010×10^0
1.187749317×10^1,-8.496510493×10^-2,-1.876265084×10^0,6.420359731×10^-2,1.879284926×10^0
1.188744317×10^1,-7.720857237×10^-2,-1.745903749×10^0,4.076912642×10^-2,1.748085578×10^0
1.189739217×10^1,-6.829351452×10^-2,-1.588120143×10^0,2.569975533×10^-2,1.589795607×10^0
1.190734217×10^1,-6.985292125×10^-2,-1.417605395×10^0,-1.022436820×10^-2,1.419362189×10^0
1.191729117×10^1,-6.683943990×10^-2,-1.240801966×10^0,-4.357103907×10^-2,1.243364574×10^0
1.192724017×10^1,-7.402437972×10^-2,-1.081668237×10^0,-6.577525578×10^-2,1.086191589×10^0
1.193719017×10^1,-6.493672851×10^-2,-8.881289077×10^-1,-8.870803557×10^-2,8.949071745×10^-1
1.194713917×10^1,-6.004023358×10^-2,-7.338390130×10^-1,-1.289544209×10^-1,7.474983407×10^-1
1.195708917×10^1,-7.374959713×10^-2,-5.472467601×10^-1,-1.321751404×10^-1,5.677924685×10^-1
1.196703817×10^1,-7.513602678×10^-2,-3.607024544×10^-1,-1.666761247×10^-1,4.043916588×10^-1
1.197698817×10^1,-8.163471362×10^-2,-1.674747813×10^-1,-1.842691541×10^-1,2.620441756×10^-1
1.198693717×10^1,-7.393784093×10^-2,7.586762309×10^-3,-1.948713255×10^-1,2.085646106×10^-1
1.199688617×10^1,-7.431840330×10^-2,1.980247289×10^-1,-2.175888547×10^-1,3.034500420×10^-1
1.200683617×10^1,-6.964583846×10^-2,3.734452915×10^-1,-2.134526074×10^-1,4.357452744×10^-1
1.201678517×10^1,-5.956110908×10^-2,5.649913055×10^-1,-2.127157851×10^-1,6.066388598×10^-1
1.202673517×10^1,-7.612870127×10^-2,7.520174217×10^-1,-1.964863995×10^-1,7.809818736×10^-1
1.203668417×10^1,-6.116066974×10^-2,9.260013235×10^-1,-1.911397056×10^-1,9.474985307×10^-1
1.204663317×10^1,-5.906908415×10^-2,1.099539083×10^0,-1.931042969×10^-1,1.117928719×10^0
1.205658317×10^1,-5.571322091×10^-2,1.276224983×10^0,-1.881973135×10^-1,1.291229026×10^0
1.206653217×10^1,-5.350315612×10^-2,1.434817843×10^0,-1.719795493×10^-1,1.446078074×10^0
1.207648217×10^1,-5.186173305×10^-2,1.588802513×10^0,-1.633418962×10^-1,1.598018661×10^0
1.208643117×10^1,-3.566012174×10^-2,1.748526810×10^0,-1.517633859×10^-1,1.755462838×10^0
1.209638117×10^1,-3.494774815×10^-2,1.896333312×10^0,-1.516709999×10^-1,1.902710033×10^0
1.210633017×10^1,-2.838435821×10^-2,2.046317902×10^0,-1.461676005×10^-1,2.051727954×10^0
1.211627917×10^1,-1.626419479×10^-2,2.190685657×10^0,-1.486140025×10^-1,2.195781021×10^0
1.212622917×10^1,-1.556574488×10^-2,2.316417750×10^0,-1.705844036×10^-1,2.322742458×10^0
1.213617817×10^1,-5.582135785×10^-3,2.426807919×10^0,-1.666889886×10^-1,2.432532231×10^0
1.214612817×10^1,-4.806922898×10^-3,2.532030904×10^0,-1.896018147×10^-1,2.539124347×10^0
1.215607717×10^1,-4.119893331×10^-3,2.642856690×10^0,-2.086450267×10^-1,2.651083025×10^0
1.216602717×10^1,-6.063178908×10^-3,2.733234179×10^0,-2.094648063×10^-1,2.741255432×10^0
1.217597617×10^1,-6.099925004×10^-4,2.819161937×10^0,-2.177595203×10^-1,2.827559656×10^0
1.218592517×10^1,1.076240340×10^-2,2.884167772×10^0,-2.564435296×10^-1,2.895566067×10^0
1.219587517×10^1,1.453716483×10^-2,2.942006090×10^0,-2.821117099×10^-1,2.955536869×10^0
1.220582417×10^1,-6.505904496×10^-3,2.990563708×10^0,-3.191420536×10^-1,3.007551374×10^0
1.221577417×10^1,3.466412164×10^-3,3.034749362×10^0,-3.416491561×10^-1,3.053922045×10^0
1.222572317×10^1,6.868395321×10^-3,3.072163357×10^0,-3.658498315×10^-1,3.093877981×10^0
1.223567317×10^1,-5.531941094×10^-3,3.092309353×10^0,-3.736885357×10^-1,3.114811529×10^0
1.224562217×10^1,5.495615266×10^-3,3.082595959×10^0,-3.744545209×10^-1,3.105260735×10^0
1.225557117×10^1,1.037953869×10^-2,3.072953315×10^0,-3.790118408×10^-1,3.096255769×10^0
1.226552117×10^1,1.005944017×10^-2,3.058753937×10^0,-3.601195601×10^-1,3.079896579×10^0
1.227547017×10^1,3.292201683×10^-3,3.039361646×10^0,-3.675022546×10^-1,3.061500933×10^0
1.228542017×10^1,4.621529616×10^-3,3.004021659×10^0,-3.627378702×10^-1,3.025846369×10^0
1.229536904×10^1,6.569931507×10^-3,2.940323846×10^0,-3.264922229×10^-1,2.958402383×10^0
1.230531904×10^1,1.438056909×10^-2,2.872675654×10^0,-2.819960812×10^-1,2.886519358×10^0
1.231526804×10^1,1.550725445×10^-2,2.789856277×10^0,-2.505427388×10^-1,2.801126592×10^0
1.232521704×10^1,2.524517085×10^-2,2.720044615×10^0,-2.359398293×10^-1,2.730374998×10^0
1.233516704×10^1,2.975509174×10^-2,2.614308829×10^0,-1.791586145×10^-1,2.620609439×10^0
1.234511604×10^1,3.853775583×10^-2,2.528028485×10^0,-1.646949419×10^-1,2.533680643×10^0
1.235506604×10^1,4.453414857×10^-2,2.409448121×10^0,-1.376165593×10^-1,2.413785793×10^0
1.236501504×10^1,5.022275850×10^-2,2.278936513×10^0,-9.484892763×10^-2,2.281462311×10^0
1.237496404×10^1,5.326619770×10^-2,2.145191395×10^0,-7.028002381×10^-2,2.147003189×10^0
1.238491404×10^1,6.583175451×10^-2,2.027977526×10^0,-3.963367023×10^-2,2.029432801×10^0
1.239486304×10^1,6.316352382×10^-2,1.869664747×10^0,-3.466792233×10^-2,1.871052581×10^0
1.240481304×10^1,6.933215361×10^-2,1.717722509×10^0,-3.703553304×10^-3,1.719125150×10^0
1.241476204×10^1,8.221905146×10^-2,1.578124328×10^0,8.192022219×10^-3,1.580285885×10^0
1.242471204×10^1,8.825739797×10^-2,1.411951722×10^0,2.015191711×10^-2,1.414850923×10^0
1.243466104×10^1,8.401842244×10^-2,1.221440080×10^0,3.368120469×10^-2,1.224789528×10^0
1.244461004×10^1,7.570536286×10^-2,1.054039559×10^0,2.618163899×10^-2,1.057079075×10^0
1.245456004×10^1,7.940884307×10^-2,8.821817046×10^-1,3.998092175×10^-2,8.866503248×10^-1
1.246450904×10^1,8.848529320×10^-2,7.076464105×10^-1,4.541766286×10^-2,7.146018846×10^-1
1.247445904×10^1,8.160966195×10^-2,5.391091901×10^-1,3.063495152×10^-2,5.461111206×10^-1
1.248440804×10^1,8.812773596×10^-2,3.723501080×10^-1,3.076687932×10^-2,3.838719860×10^-1
1.249435804×10^1,8.527670670×10^-2,1.717198598×10^-1,1.745518126×10^-2,1.925214542×10^-1
1.250430704×10^1,8.541926913×10^-2,-2.491907895×10^-2,4.182644919×10^-2,9.832021097×10^-2
1.251425604×10^1,8.424452696×10^-2,-2.003659540×10^-1,4.151530422×10^-2,2.212852827×10^-1
1.252420604×10^1,7.559086706×10^-2,-3.956500930×10^-1,4.478148580×10^-2,4.052879923×10^-1
1.253415504×10^1,8.728073023×10^-2,-5.678330523×10^-1,5.836120561×10^-2,5.774585106×10^-1
1.254410504×10^1,8.171461947×10^-2,-7.450580657×10^-1,7.251482964×10^-2,7.530253653×10^-1
1.255405404×10^1,6.753965311×10^-2,-9.089011413×10^-1,8.054656506×10^-2,9.149593644×10^-1
1.256400404×10^1,9.312414519×10^-2,-1.103546764×10^0,9.577622294×10^-2,1.111602740×10^0
1.257395304×10^1,7.636964310×10^-2,-1.280330898×10^0,1.250637567×10^-1,1.288689440×10^0
1.258390204×10^1,8.066537317×10^-2,-1.430413136×10^0,1.466658564×10^-1,1.440173432×10^0
1.259385204×10^1,8.641618285×10^-2,-1.568153656×10^0,1.742459301×10^-1,1.580169386×10^0
1.260380104×10^1,7.666704711×10^-2,-1.738019949×10^0,1.850059763×10^-1,1.749519474×10^0
1.261375104×10^1,7.482491836×10^-2,-1.887001741×10^0,2.164091058×10^-1,1.900843823×10^0
1.262370004×10^1,7.629841670×10^-2,-2.039177867×10^0,2.419377570×10^-1,2.054897005×10^0
1.263365004×10^1,7.667154215×10^-2,-2.180482850×10^0,2.756435931×10^-1,2.199173339×10^0
1.264359904×10^1,7.331841979×10^-2,-2.289323507×10^0,2.892839777×10^-1,2.308692905×10^0
1.265354804×10^1,5.565014407×10^-2,-2.407608002×10^0,3.080721049×10^-1,2.427875955×10^0
1.266349804×10^1,7.951555476×10^-2,-2.502252204×10^0,3.231627452×10^-1,2.524286627×10^0
1.267344704×10^1,6.194302719×10^-2,-2.608720061×10^0,3.408258681×10^-1,2.631619191×10^0
1.268339704×10^1,6.524871401×10^-2,-2.711876639×10^0,3.541762309×10^-1,2.735685125×10^0
1.269334604×10^1,5.592852635×10^-2,-2.777438545×10^0,3.708899121×10^-1,2.802650923×10^0
1.270329504×10^1,5.701006025×10^-2,-2.840125959×10^0,3.943373930×10^-1,2.867937864×10^0
